	resource	iron,           2,         251,  52
	resource	timber,         1,         135,  46
	resource	olive_oil,      2,         166,  50
	resource	textiles,       1,         164,  51
	resource	camels,         1,         2,    23
	resource	timber,         1,         15,   44
	resource	copper,         1,         26,   39
	resource	copper,         1,         27,   39
	resource	camels,         1,         215,  42
	resource	elephants,      1,         58,   39
	resource	camels,         1,         60,   31
	resource	marble,         1,         64,   38
	resource	timber,         1,         58,   45
	resource	timber,         1,         86,   42
	resource	elephants,      1,         73,   42
	resource	camels,         1,         80,   40
	resource	olive_oil,      2,         78,   44
	resource	timber,         1,         104,  45
	resource	camels,         1,         209,  47
	resource	elephants,      1,         206,  45
	resource	camels,         1,         233,  21
	resource	camels,         1,         81,   30
	resource	olive_oil,      2,         85,   37
	resource	purple_dye,     3,         152,  37
	resource	camels,         1,         209,  30
	resource	purple_dye,     3,         196,  24
	resource	wine,           2,         200,  27
	resource	elephants,      1,         64,   26
	resource	camels,         1,         105,  14
	resource	purple_dye,     3,         94,   21
	resource	timber,         1,         132,  17
	resource	camels,         1,         139,  16
	resource	camels,         1,         190,  20
	resource	glass,          1,         180,  19
	resource	grain,          1,         182,  17
	resource	textiles,       1,         184,  22
	resource	camels,         1,         195,  19
	resource	camels,         1,         167,  13
	resource	camels,         1,         181,  9
	resource	grain,          1,         185,  9
	resource	gold,           1,         192,  4
	resource	camels,         1,         181,  3
	resource	copper,         1,         185,  43
	resource	purple_dye,     3,         191,  45
	resource	wine,           2,         105,  64
	resource	wine,           2,         79,   59
	resource	incense,        3,         206,  10
	resource	incense,        3,         218,  44
	resource	silk,           3,         205,  59
	resource	tin,            1,         38,   126
	resource	tin,            1,         40,   126
	resource	wild_animals,   3,         79,   22
	resource	wild_animals,   3,         191,  1
	resource	incense,        3,         187,  7
	resource	wild_animals,   3,         129,  143
	resource	wild_animals,   2,         41,   42
	resource	wild_animals,   1,         53,   43
	resource	wild_animals,   3,         112,  120
	resource	iron,           2,         106,  99
	resource	incense,        3,         212,  16
	resource	iron,           3,         140,  54
	resource	timber,         1,         191,  57
	resource	pottery,        1,         195,  57
	resource	timber,         1,         161,  44
	resource	gold,           1,         188,  43
	resource	timber,         1,         186,  46
	resource	copper,         1,         184,  42
	resource	timber,         1,         110,  80
	resource	gold,           1,         114,  83
	resource	marble,         1,         136,  48
	resource	gold,           1,         151,  69
	resource	pottery,        1,         196,  58
	resource	olive_oil,      2,         200,  32
	resource	camels,         1,         201,  24
	resource	slaves,         1,         35,   141
	resource	slaves,         1,         57,   140
	resource	slaves,         1,         59,   129
	resource	slaves,         1,         48,   138
	resource	slaves,         1,         60,   117
	resource	slaves,         1,         47,   112
	resource	slaves,         1,         47,   98
	resource	slaves,         1,         58,   83
	resource	slaves,         1,         68,   81
	resource	slaves,         1,         67,   91
	resource	slaves,         1,         65,   105
	resource	slaves,         1,         85,   126
	resource	slaves,         1,         86,   141
	resource	slaves,         1,         89,   119
	resource	slaves,         1,         79,   113
	resource	slaves,         1,         95,   129
	resource	slaves,         1,         111,  138
	resource	slaves,         1,         116,  124
	resource	slaves,         1,         134,  136
	resource	slaves,         1,         147,  127
	resource	slaves,         1,         188,  155
	resource	slaves,         1,         181,  138
	resource	slaves,         1,         248,  150
	resource	slaves,         1,         231,  132
	resource	slaves,         1,         188,  114
	resource	slaves,         1,         175,  97
	resource	slaves,         1,         156,  98
	resource	slaves,         1,         159,  106
	resource	slaves,         1,         148,  83
	resource	slaves,         1,         158,  73
	resource	slaves,         1,         140,  68
	resource	slaves,         1,         135,  58
	resource	slaves,         1,         132,  54
	resource	slaves,         1,         143,  53
	resource	slaves,         1,         140,  49
	resource	slaves,         1,         138,  45
	resource	slaves,         1,         147,  37
	resource	slaves,         1,         160,  43
	resource	slaves,         1,         124,  65
	resource	slaves,         1,         107,  91
	resource	slaves,         1,         116,  99
	resource	slaves,         1,         98,   103
	resource	slaves,         1,         130,  105
	resource	slaves,         1,         139,  100
	resource	slaves,         1,         136,  76
	resource	slaves,         1,         93,   89
	resource	slaves,         1,         97,   81
	resource	slaves,         1,         89,   80
	resource	slaves,         1,         83,   92
	resource	slaves,         1,         95,   69
	resource	slaves,         1,         101,  69
	resource	slaves,         1,         113,  65
	resource	slaves,         1,         79,   60
	resource	slaves,         1,         105,  46
	resource	slaves,         1,         96,   48
	resource	slaves,         1,         107,  50
	resource	slaves,         1,         54,   62
	resource	slaves,         1,         42,   77
	resource	slaves,         1,         25,   74
	resource	slaves,         1,         18,   87
	resource	slaves,         1,         8,    70
	resource	slaves,         1,         16,   59
	resource	slaves,         1,         38,   59
	resource	slaves,         1,         11,   45
	resource	slaves,         1,         57,   40
	resource	slaves,         1,         80,   46
	resource	slaves,         1,         81,   34
	resource	slaves,         1,         63,   1
	resource	slaves,         1,         40,   17
	resource	slaves,         1,         97,   17
	resource	slaves,         1,         130,  17
	resource	slaves,         1,         168,  4
	resource	slaves,         1,         186,  4
	resource	slaves,         1,         183,  10
	resource	slaves,         1,         177,  18
	resource	slaves,         1,         207,  16
	resource	slaves,         1,         213,  25
	resource	slaves,         1,         239,  23
	resource	slaves,         1,         203,  34
	resource	slaves,         1,         199,  44
	resource	slaves,         1,         199,  53
	resource	slaves,         1,         188,  45
	resource	slaves,         1,         193,  57
	resource	slaves,         1,         190,  67
	resource	slaves,         1,         191,  78
	resource	slaves,         1,         173,  68
	resource	slaves,         1,         167,  72
	resource	slaves,         1,         156,  61
	resource	slaves,         1,         161,  56
	resource	slaves,         1,         159,  51
	resource	slaves,         1,         226,  89
	resource	slaves,         1,         215,  90
	resource	slaves,         1,         214,  59
	resource	slaves,         1,         211,  48
	resource	slaves,         1,         243,  53
	resource	slaves,         1,         251,  49
	resource	slaves,         1,         251,  78
	resource	slaves,         1,         238,  82
	resource	slaves,         1,         206,  42
	resource	slaves,         1,         113,  59
	resource	slaves,         1,         85,   84
	resource	slaves,         1,         116,  76
	resource	slaves,         1,         113,  113
	resource	gold,           1,         192,  155
	resource	silk,           3,         254,  81
	resource	silk,           3,         224,  63
	resource	silk,           3,         239,  57
	resource	lead,           2,         197,  67
	resource	elephants,      1,         80,   32
	resource	elephants,      1,         13,   42
	resource	camels,         1,         43,   20
	resource	camels,         1,         60,   5
	resource	wine,           3,         41,   80
	resource	hides,          1,         68,   109
	resource	hides,          1,         80,   129
	resource	silver,         1,         111,  54
	resource	silver,         1,         111,  83
end

;; JNF 2021-06-01 - resources with resource quantity disabled
resource_quantity_disabled
	resource	iron,           1,         83,   128
	resource	wine,           1,         53,   63
	resource	marble,         1,         55,   63
	resource	timber,         1,         201,  39
	resource	glass,          1,         199,  37
	resource	gold,           1,         45,   135
	resource	gold,           1,         20,   84
	resource	gold,           1,         140,  64
	resource	grain,          1,         103,  44
	resource	grain,          1,         84,   41
	resource	lead,           1,         52,   143
	resource	lead,           1,         52,   139
	resource	amber,          1,         96,   137
	resource	amber,          1,         98,   138
	resource	amber,          1,         93,   136
	resource	timber,         1,         86,   145
	resource	timber,         1,         124,  140
	resource	camels,         1,         246,  140
	resource	silver,         1,         216,  108
	resource	lead,           1,         45,   133
	resource	lead,           1,         44,   137
	resource	amber,          1,         113,  136
	resource	silver,         1,         107,  132
	resource	iron,           1,         105,  133
	resource	iron,           1,         105,  134
	resource	iron,           1,         49,   129
	resource	iron,           1,         50,   130
	resource	iron,           1,         83,   127
	resource	iron,           1,         108,  124
	resource	iron,           1,         107,  125
	resource	textiles,       1,         69,   122
	resource	textiles,       1,         56,   129
	resource	pottery,        1,         66,   123
	resource	grain,          1,         190,  115
	resource	hides,          1,         84,   113
	resource	timber,         1,         41,   110
	resource	glass,          1,         46,   111
	resource	iron,           1,         110,  111
	resource	iron,           1,         109,  110
	resource	iron,           1,         173,  113
	resource	iron,           1,         171,  111
	resource	iron,           1,         54,   104
	resource	iron,           1,         53,   103
	resource	lead,           1,         54,   99
	resource	lead,           1,         54,   98
	resource	gold,           1,         136,  98
	resource	iron,           1,         142,  98
	resource	iron,           1,         141,  99
	resource	timber,         1,         160,  99
	resource	grain,          1,         174,  101
	resource	wine,           1,         47,   91
	resource	wine,           1,         45,   89
	resource	pottery,        1,         65,   89
	resource	iron,           1,         54,   90
	resource	iron,           1,         55,   90
	resource	gold,           1,         214,  92
	resource	glass,          1,         96,   91
	resource	textiles,       1,         91,   90
	resource	textiles,       1,         49,   85
	resource	wine,           1,         65,   86
	resource	wine,           1,         55,   82
	resource	wine,           1,         57,   83
	resource	silver,         1,         59,   85
	resource	iron,           1,         112,  85
	resource	wine,           1,         106,  89
	resource	wine,           1,         107,  88
	resource	wine,           1,         108,  89
	resource	gold,           1,         148,  79
	resource	iron,           1,         16,   89
	resource	iron,           1,         18,   89
	resource	tin,            1,         23,   87
	resource	timber,         1,         24,   82
	resource	gold,           1,         117,  77
	resource	olive_oil,      1,         121,  73
	resource	olive_oil,      1,         123,  73
	resource	iron,           1,         223,  81
	resource	iron,           1,         225,  82
	resource	wine,           1,         220,  86
	resource	wine,           1,         221,  88
	resource	pottery,        1,         86,   83
	resource	timber,         1,         78,   84
	resource	timber,         1,         197,  81
	resource	iron,           1,         188,  74
	resource	iron,           1,         189,  75
	resource	silver,         1,         201,  79
	resource	iron,           1,         31,   74
	resource	iron,           1,         32,   74
	resource	lead,           1,         30,   80
	resource	lead,           1,         31,   81
	resource	iron,           1,         90,   77
	resource	iron,           1,         91,   76
	resource	marble,         1,         91,   82
	resource	silver,         1,         47,   77
	resource	marble,         1,         50,   72
	resource	wine,           1,         44,   79
	resource	wine,           1,         40,   81
	resource	pottery,        1,         99,   79
	resource	iron,           1,         240,  67
	resource	iron,           1,         240,  64
	resource	elephants,      1,         253,  75
	resource	camels,         1,         250,  68
	resource	timber,         1,         140,  66
	resource	timber,         1,         155,  70
	resource	wine,           1,         163,  69
	resource	wine,           1,         166,  70
	resource	textiles,       1,         171,  64
	resource	lead,           1,         196,  68
	resource	silver,         1,         38,   68
	resource	pottery,        1,         40,   65
	resource	copper,         1,         108,  67
	resource	copper,         1,         108,  66
	resource	timber,         1,         115,  65
	resource	camels,         1,         217,  58
	resource	elephants,      1,         216,  62
	resource	textiles,       1,         218,  60
	resource	wine,           1,         18,   54
	resource	wine,           1,         19,   57
	resource	olive_oil,      1,         16,   58
	resource	olive_oil,      1,         12,   54
	resource	gold,           1,         16,   54
	resource	timber,         1,         156,  65
	resource	silver,         1,         160,  63
	resource	textiles,       1,         158,  58
	resource	wine,           1,         161,  65
	resource	silver,         1,         195,  60
	resource	lead,           1,         47,   60
	resource	wine,           1,         54,   61
	resource	silver,         1,         167,  56
	resource	timber,         1,         156,  55
	resource	marble,         1,         165,  57
	resource	textiles,       1,         160,  54
	resource	iron,           1,         202,  58
	resource	iron,           1,         201,  58
	resource	camels,         1,         206,  54
	resource	elephants,      1,         201,  50
	resource	wine,           1,         201,  53
	resource	wine,           1,         203,  55
	resource	textiles,       1,         198,  56
	resource	elephants,      1,         238,  55
	resource	camels,         1,         240,  49
	resource	silver,         1,         142,  53
	resource	olive_oil,      1,         142,  55
	resource	olive_oil,      1,         146,  54
	resource	camels,         1,         251,  43
	resource	elephants,      1,         254,  43
	resource	iron,           1,         251,  53
	resource	iron,           1,         252,  54
	resource	timber,         1,         135,  46
	resource	olive_oil,      1,         166,  50
	resource	olive_oil,      1,         167,  49
	resource	textiles,       1,         164,  51
	resource	camels,         1,         2,    23
	resource	timber,         1,         15,   44
	resource	copper,         1,         26,   39
	resource	copper,         1,         27,   39
	resource	camels,         1,         215,  42
	resource	elephants,      1,         58,   39
	resource	camels,         1,         60,   31
	resource	marble,         1,         64,   38
	resource	timber,         1,         58,   45
	resource	timber,         1,         86,   42
	resource	elephants,      1,         73,   42
	resource	camels,         1,         80,   40
	resource	olive_oil,      1,         76,   44
	resource	olive_oil,      1,         78,   44
	resource	timber,         1,         104,  45
	resource	camels,         1,         209,  47
	resource	elephants,      1,         206,  45
	resource	camels,         1,         233,  21
	resource	camels,         1,         81,   30
	resource	olive_oil,      1,         85,   37
	resource	purple_dye,     1,         150,  36
	resource	purple_dye,     1,         145,  37
	resource	purple_dye,     1,         151,  36
	resource	iron,           1,         150,  38
	resource	iron,           1,         152,  37
	resource	camels,         1,         209,  30
	resource	purple_dye,     1,         199,  31
	resource	purple_dye,     1,         196,  24
	resource	olive_oil,      1,         200,  34
	resource	wine,           1,         202,  35
	resource	wine,           1,         200,  27
	resource	elephants,      1,         64,   26
	resource	camels,         1,         105,  14
	resource	purple_dye,     1,         94,   21
	resource	purple_dye,     1,         99,   21
	resource	purple_dye,     1,         89,   23
	resource	timber,         1,         132,  17
	resource	camels,         1,         139,  16
	resource	camels,         1,         190,  20
	resource	glass,          1,         180,  19
	resource	grain,          1,         182,  17
	resource	textiles,       1,         184,  22
	resource	camels,         1,         195,  19
	resource	camels,         1,         167,  13
	resource	camels,         1,         181,  9
	resource	grain,          1,         185,  9
	resource	gold,           1,         192,  4
	resource	camels,         1,         181,  3
	resource	copper,         1,         185,  43
	resource	purple_dye,     1,         191,  45
	resource	purple_dye,     1,         192,  48
	resource	purple_dye,     1,         187,  42
	resource	wine,           1,         105,  64
	resource	wine,           1,         78,   57
	resource	wine,           1,         79,   59
	resource	incense,        1,         211,  26
	resource	incense,        1,         207,  8
	resource	incense,        1,         206,  10
	resource	incense,        1,         207,  12
	resource	incense,        1,         217,  47
	resource	incense,        1,         216,  45
	resource	incense,        1,         218,  44
	resource	silk,           1,         241,  56
	resource	silk,           1,         205,  59
	resource	silk,           1,         204,  58
	resource	silk,           1,         205,  58
	resource	tin,            1,         38,   126
	resource	tin,            1,         40,   126
	resource	wild_animals,   1,         79,   26
	resource	wild_animals,   1,         82,   25
	resource	wild_animals,   1,         79,   22
	resource	wild_animals,   1,         191,  1
	resource	wild_animals,   1,         193,  1
	resource	wild_animals,   1,         189,  0
	resource	incense,        1,         187,  10
	resource	incense,        1,         183,  12
	resource	incense,        1,         187,  7
	resource	wild_animals,   1,         133,  148
	resource	wild_animals,   1,         129,  143
	resource	wild_animals,   1,         136,  137
	resource	wild_animals,   1,         41,   42
	resource	wild_animals,   1,         53,   43
	resource	wild_animals,   1,         45,   41
	resource	wild_animals,   1,         103,  122
	resource	wild_animals,   1,         110,  122
	resource	wild_animals,   1,         112,  120
	resource	wine,           1,         101,  67
	resource	textiles,       1,         94,   93
	resource	iron,           1,         106,  99
	resource	iron,           1,         106,  98
	resource	incense,        1,         212,  21
	resource	incense,        1,         212,  16
	resource	iron,           1,         145,  56
	resource	timber,         1,         191,  57
	resource	pottery,        1,         195,  57
	resource	timber,         1,         161,  44
	resource	purple_dye,     1,         197,  25
	resource	gold,           1,         187,  43
	resource	timber,         1,         186,  46
	resource	copper,         1,         184,  42
	resource	timber,         1,         110,  80
	resource	iron,           1,         111,  85
	resource	gold,           1,         114,  84
	resource	marble,         1,         136,  49
	resource	iron,           1,         139,  55
	resource	iron,           1,         141,  55
	resource	gold,           1,         151,  69
	resource	pottery,        1,         196,  58
	resource	olive_oil,      1,         200,  32
	resource	camels,         1,         201,  24
	resource	slaves,         1,         35,   141
	resource	slaves,         1,         57,   140
	resource	slaves,         1,         59,   129
	resource	slaves,         1,         48,   138
	resource	slaves,         1,         60,   117
	resource	slaves,         1,         47,   112
	resource	slaves,         1,         47,   98
	resource	slaves,         1,         58,   83
	resource	slaves,         1,         68,   81
	resource	slaves,         1,         67,   91
	resource	slaves,         1,         65,   105
	resource	slaves,         1,         85,   126
	resource	slaves,         1,         86,   141
	resource	slaves,         1,         89,   119
	resource	slaves,         1,         79,   113
	resource	slaves,         1,         95,   129
	resource	slaves,         1,         111,  138
	resource	slaves,         1,         116,  124
	resource	slaves,         1,         134,  136
	resource	slaves,         1,         147,  127
	resource	slaves,         1,         188,  155
	resource	slaves,         1,         181,  138
	resource	slaves,         1,         248,  150
	resource	slaves,         1,         231,  132
	resource	slaves,         1,         188,  114
	resource	slaves,         1,         175,  97
	resource	slaves,         1,         156,  98
	resource	slaves,         1,         159,  106
	resource	slaves,         1,         148,  83
	resource	slaves,         1,         158,  73
	resource	slaves,         1,         140,  68
	resource	slaves,         1,         135,  58
	resource	slaves,         1,         132,  54
	resource	slaves,         1,         143,  53
	resource	slaves,         1,         140,  49
	resource	slaves,         1,         138,  45
	resource	slaves,         1,         147,  37
	resource	slaves,         1,         160,  43
	resource	slaves,         1,         124,  65
	resource	slaves,         1,         107,  91
	resource	slaves,         1,         116,  99
	resource	slaves,         1,         98,   103
	resource	slaves,         1,         130,  105
	resource	slaves,         1,         139,  100
	resource	slaves,         1,         136,  76
	resource	slaves,         1,         93,   89
	resource	slaves,         1,         97,   81
	resource	slaves,         1,         89,   80
	resource	slaves,         1,         83,   92
	resource	slaves,         1,         95,   69
	resource	slaves,         1,         101,  69
	resource	slaves,         1,         113,  65
	resource	slaves,         1,         79,   60
	resource	slaves,         1,         105,  46
	resource	slaves,         1,         96,   48
	resource	slaves,         1,         107,  50
	resource	slaves,         1,         54,   62
	resource	slaves,         1,         42,   77
	resource	slaves,         1,         25,   74
	resource	slaves,         1,         18,   87
	resource	slaves,         1,         8,    70
	resource	slaves,         1,         16,   59
	resource	slaves,         1,         38,   59
	resource	slaves,         1,         11,   45
	resource	slaves,         1,         57,   40
	resource	slaves,         1,         80,   46
	resource	slaves,         1,         81,   34
	resource	slaves,         1,         63,   1
	resource	slaves,         1,         40,   17
	resource	slaves,         1,         97,   17
	resource	slaves,         1,         130,  17
	resource	slaves,         1,         168,  4
	resource	slaves,         1,         186,  4
	resource	slaves,         1,         183,  10
	resource	slaves,         1,         177,  18
	resource	slaves,         1,         207,  16
	resource	slaves,         1,         213,  25
	resource	slaves,         1,         239,  23
	resource	slaves,         1,         203,  34
	resource	slaves,         1,         199,  44
	resource	slaves,         1,         199,  53
	resource	slaves,         1,         188,  45
	resource	slaves,         1,         193,  57
	resource	slaves,         1,         190,  67
	resource	slaves,         1,         191,  78
	resource	slaves,         1,         173,  68
	resource	slaves,         1,         167,  72
	resource	slaves,         1,         156,  61
	resource	slaves,         1,         161,  56
	resource	slaves,         1,         159,  51
	resource	slaves,         1,         226,  89
	resource	slaves,         1,         215,  90
	resource	slaves,         1,         214,  59
	resource	slaves,         1,         211,  48
	resource	slaves,         1,         243,  53
	resource	slaves,         1,         251,  49
	resource	slaves,         1,         251,  78
	resource	slaves,         1,         238,  82
	resource	slaves,         1,         206,  42
	resource	slaves,         1,         113,  59
	resource	slaves,         1,         85,   84
	resource	slaves,         1,         116,  76
	resource	slaves,         1,         113,  113
	resource	amber,          1,         108,  137
	resource	amber,          1,         114,  137
	resource	gold,           1,         192,  155
	resource	silk,           1,         254,  81
	resource	silk,           1,         254,  76
	resource	silk,           1,         252,  77
	resource	silk,           1,         220,  60
	resource	silk,           1,         222,  61
	resource	silk,           1,         224,  63
	resource	silk,           1,         239,  57
	resource	silk,           1,         243,  55
	resource	lead,           1,         197,  68
	resource	wine,           1,         159,  64
	resource	olive_oil,      1,         83,   38
	resource	elephants,      1,         80,   32
	resource	elephants,      1,         13,   42
	resource	camels,         1,         43,   20
	resource	camels,         1,         60,   5
	resource	wine,           1,         41,   80
	resource	wine,           1,         63,   87
	resource	hides,          1,         68,   109
	resource	hides,          1,         80,   129
	resource	silver,         1,         112,  55
	resource	silver,         1,         111,  82
end
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
; >>>> start of sound emitters section <<<<


;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
; >>>> start of events section <<<<

;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
; >>>> start of factions section <<<<

faction	romans_julii, comfortable_caesar
superfaction romans_senate
denari	5000
settlement
{
	level large_town
	region Etruria

	year_founded 0
	population 4000
	plan_set default_set
	faction_creator romans_julii
	building
	{
		type barracks militia_barracks
	}
	building
	{
		type core_building governors_villa
	}
	building
	{
		type port_buildings port
	}
	building
	{
		type defenses wooden_pallisade
	}
	building
	{
		type hinterland_farms farms
	}
	building
	{
		type hinterland_roads roads
	}
}

settlement
{
	level large_town
	region Umbria

	year_founded 0
	population 3500
	plan_set default_set
	faction_creator romans_julii
	building
	{
		type barracks muster_field
	}
	building
	{
		type core_building governors_villa
	}
	building
	{
		type defenses wooden_pallisade
	}
	building
	{
		type hinterland_roads roads
	}
	building
	{
		type hinterland_farms farms
	}
}

character	Flavius Julius, named character, leader, age 47, , x 89, y 82
traits GoodCommander 2 , NaturalMilitarySkill 1 , GoodDefender 1 , PoliticsSkill 3 , GoodAdministrator 2 , Austere 1
ancillaries aged_retainer
army
unit		roman generals guard cavalry early				exp 1 armour 0 weapon_lvl 0
unit		roman hastati				exp 1 armour 0 weapon_lvl 0
unit		roman hastati				exp 1 armour 0 weapon_lvl 0
unit		roman triarii				exp 1 armour 0 weapon_lvl 0
unit		roman archer				exp 1 armour 0 weapon_lvl 0

character	Lucius Julius, named character, heir, age 31, , x 91, y 80
traits GoodCommander 1 , PoliticsSkill 2 , GoodAdministrator 3 , Energetic 2
ancillaries freeman_clerk
army
unit		roman generals guard cavalry early				exp 1 armour 0 weapon_lvl 0
unit		roman hastati				exp 1 armour 0 weapon_lvl 0
unit		roman hastati				exp 1 armour 0 weapon_lvl 0

character	Quintus Julius, named character, age 29, , x 96, y 82
traits NaturalMilitarySkill 3 , GoodAttacker 1 , Energetic 1
ancillaries drillmaster
army
unit		roman generals guard cavalry early				exp 1 armour 0 weapon_lvl 0
unit		roman city militia				exp 0 armour 0 weapon_lvl 0
unit		roman city militia				exp 0 armour 0 weapon_lvl 0

character	Sextus Antio, diplomat, age 29, , x 93, y 78
traits GoodDiplomat 3

character	Decius Curtius, spy, age 29, , x 95, y 83
traits GoodSpy 4

character	Oppius Clausus, admiral, age 29, , x 86, y 78

army
